,Title,Average Score,Standard Deviation,Individual Scores,Author-defined Area
211,Unified Human-Scene Interaction via Prompted Chain-of-Contacts,7.25,1.920286436967152,10;5;8;6,"applications to robotics, autonomy, planning"
212,Sparse MoE with Language Guided Routing for Multilingual Machine Translation,7.25,1.299038105676658,8;8;5;8,"general machine learning (i.e., none of the above)"
213,In-context Exploration-Exploitation for Reinforcement Learning,7.25,1.299038105676658,8;8;5;8,reinforcement learning
214,Ghost on the Shell: An Expressive Representation of General 3D Shapes,7.25,1.299038105676658,8;8;8;5,"representation learning for computer vision, audio, language, and other modalities"
215,Post-hoc bias scoring is optimal for fair classification,7.25,1.299038105676658,5;8;8;8,"societal considerations including fairness, safety, privacy"
216,Beyond Reverse KL: Generalizing Direct Preference Optimization with Diverse Divergence Constraints,7.25,1.299038105676658,5;8;8;8,"general machine learning (i.e., none of the above)"
217,Unified Generative Modeling of 3D Molecules with Bayesian Flow Networks,7.25,1.299038105676658,8;8;5;8,"applications to physical sciences (physics, chemistry, biology, etc.)"
218,REFACTOR: Learning to Extract Theorems from Proofs,7.25,1.299038105676658,8;5;8;8,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
219,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,7.25,1.920286436967152,5;8;10;6,"infrastructure, software libraries, hardware, etc."
220,Neural SDF Flow for 3D Reconstruction of Dynamic Scenes,7.25,1.299038105676658,8;8;8;5,"representation learning for computer vision, audio, language, and other modalities"
221,Inverse Approximation Theory for Nonlinear Recurrent Neural Networks,7.25,1.299038105676658,8;8;8;5,learning theory
222,Amortizing intractable inference in large language models,7.25,2.5860201081971503,8;8;10;3,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
223,Large Language Models Are Not Robust Multiple Choice Selectors,7.25,1.299038105676658,5;8;8;8,generative models
224,Whole-song Hierarchical Generation of Symbolic Music Using Cascaded Diffusion Models,7.25,1.299038105676658,8;8;5;8,"representation learning for computer vision, audio, language, and other modalities"
225,DisenBooth: Identity-Preserving Disentangled Tuning for Subject-Driven Text-to-Image Generation,7.25,1.299038105676658,8;8;8;5,generative models
226,"Large Content And Behavior Models To Understand, Simulate, And Optimize Content And Behavior",7.25,1.920286436967152,10;5;8;6,generative models
227,SILO Language Models: Isolating Legal Risk In a Nonparametric Datastore,7.25,1.299038105676658,8;8;8;5,generative models
228,Delphic Offline Reinforcement Learning under Nonidentifiable Hidden Confounding,7.25,1.299038105676658,8;5;8;8,reinforcement learning
229,MetaMath: Bootstrap Your Own Mathematical Questions for Large Language Models,7.25,1.299038105676658,8;8;8;5,"representation learning for computer vision, audio, language, and other modalities"
230,Adaptive Regret for Bandits Made Possible: Two Queries Suffice,7.25,1.299038105676658,8;5;8;8,learning theory
231,DoLa: Decoding by Contrasting Layers Improves Factuality in Large Language Models,7.25,1.299038105676658,8;8;5;8,generative models
232,Motif: Intrinsic Motivation from Artificial Intelligence Feedback,7.25,1.299038105676658,5;8;8;8,reinforcement learning
233,Proving Test Set Contamination for Black-Box Language Models,7.25,1.299038105676658,5;8;8;8,"societal considerations including fairness, safety, privacy"
234,MathVista: Evaluating Mathematical Reasoning of Foundation Models in Visual Contexts,7.25,1.299038105676658,8;8;8;5,datasets and benchmarks
235,Lion Secretly Solves a Constrained Optimization: As Lyapunov Predicts,7.25,1.299038105676658,8;5;8;8,optimization
236,PolyGCL: GRAPH CONTRASTIVE LEARNING via Learnable Spectral Polynomial Filters,7.25,1.299038105676658,8;8;8;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
237,Evaluating the Zero-shot Robustness of Instruction-tuned Language Models,7.25,1.299038105676658,8;5;8;8,visualization or interpretation of learned representations
238,FedHyper: A Universal and Robust Learning Rate Scheduler for Federated Learning with Hypergradient Descent,7.25,1.299038105676658,5;8;8;8,"general machine learning (i.e., none of the above)"
239,Towards Seamless Adaptation of Pre-trained Models for Visual Place Recognition,7.25,1.299038105676658,8;8;8;5,"representation learning for computer vision, audio, language, and other modalities"
240,PINNACLE: PINN Adaptive ColLocation and Experimental points selection,7.25,1.299038105676658,8;8;8;5,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
241,Fantastic Gains and Where to Find Them: On the Existence and Prospect of General Knowledge Transfer between Any Pretrained Model,7.25,1.299038105676658,8;8;8;5,"transfer learning, meta learning, and lifelong learning"
242,Empirical Analysis of Model Selection for Heterogeneous Causal Effect Estimation,7.25,1.299038105676658,5;8;8;8,causal reasoning
243,Free Lunches in Auxiliary Learning: Exploiting Auxiliary Labels with Negligibly Extra Inference Cost,7.2,0.9797958971132712,8;8;6;8;6,"representation learning for computer vision, audio, language, and other modalities"
244,Beyond Memorization: Violating Privacy via Inference with Large Language Models,7.2,0.9797958971132712,8;8;8;6;6,"societal considerations including fairness, safety, privacy"
245,Learning Unsupervised World Models for Autonomous Driving via Discrete Diffusion,7.2,1.6,6;8;6;10;6,"applications to robotics, autonomy, planning"
246,L2MAC: Large Language Model Automatic Computer for Unbounded Code Generation,7.2,0.9797958971132712,8;8;6;6;8,"general machine learning (i.e., none of the above)"
247,Information Retention via Learning Supplemental Features,7.2,0.9797958971132712,8;8;6;6;8,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
248,What does automatic differentiation compute for neural networks?,7.2,0.9797958971132712,6;8;8;8;6,"general machine learning (i.e., none of the above)"
249,When can transformers reason with abstract symbols?,7.0,1.2649110640673518,8;5;8;6;8,learning theory
250,Efficiently Computing Similarities to Private Datasets,7.0,1.0,8;8;6;6,optimization
251,On Bias-Variance Alignment in Deep Models,7.0,1.0,8;6;6;8,"general machine learning (i.e., none of the above)"
252,Accelerating Data Generation for Neural Operators via Krylov Subspace Recycling,7.0,1.0,8;6;6;8,"applications to physical sciences (physics, chemistry, biology, etc.)"
253,Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks,7.0,1.0,8;6;8;6,"societal considerations including fairness, safety, privacy"
254,Learning Multi-Agent Communication from Graph Modeling Perspective,7.0,1.0,6;6;8;8,reinforcement learning
255,Reverse Diffusion Monte Carlo,7.0,1.0,8;6;8;6,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
256,SocioDojo: Building Lifelong Analytical Agents with Real-world Text and Time Series,7.0,1.4142135623730951,8;8;5,datasets and benchmarks
257,Proximal Policy Gradient Arborescence for Quality Diversity Reinforcement Learning,7.0,1.0,8;6;6;8,reinforcement learning
258,Selective Mixup Fine-Tuning for Optimizing Non-Decomposable Metrics,7.0,1.0,6;8;8;6,"general machine learning (i.e., none of the above)"
259,LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models,7.0,1.0,6;8;8;6,"representation learning for computer vision, audio, language, and other modalities"
260,On Double-Descent in Reinforcement Learning with LSTD and Random Features,7.0,1.0,6;8;8;6,reinforcement learning
261,Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,7.0,1.4142135623730951,8;5;8,"societal considerations including fairness, safety, privacy"
262,The Consensus Game: Language Model Generation via Equilibrium Search,7.0,1.7320508075688772,6;6;6;10,generative models
263,Diffusion Model for Dense Matching,7.0,1.0,6;8;8;6,generative models
264,InternVid: A Large-scale Video-Text Dataset for Multimodal Understanding and Generation,7.0,1.0,6;8;6;8,datasets and benchmarks
265,Alignment as Reward-Guided Search,7.0,1.0,6;8;6;8,"societal considerations including fairness, safety, privacy"
266,Enhancing Kernel Flexibility via Learning Asymmetric Locally-Adaptive Kernels,7.0,1.4142135623730951,8;5;8,"metric learning, kernel learning, and sparse coding"
267,Project and Probe: Sample-Efficient Adaptation by Interpolating Orthogonal Features,7.0,1.4142135623730951,8;8;5,"transfer learning, meta learning, and lifelong learning"
268,Lemur: Harmonizing Natural Language and Code for Language Agents,7.0,1.0,8;6;6;8,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
269,Rethinking Complex Queries on Knowledge Graphs with Neural Link Predictors,7.0,1.0,8;8;6;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
270,On Error Propagation of Diffusion Models,7.0,1.0,8;6;6;8,generative models
271,Elastic Feature Consolidation For Cold Start Exemplar-Free Incremental Learning,7.0,1.0,6;8;8;6,"transfer learning, meta learning, and lifelong learning"
272,Discovering Temporally-Aware Reinforcement Learning Algorithms,7.0,1.4142135623730951,8;8;5,reinforcement learning
273,PandaLM: An Automatic Evaluation Benchmark for LLM Instruction Tuning Optimization,7.0,1.4142135623730951,5;8;8,datasets and benchmarks
274,Out-Of-Domain Unlabeled Data Improves Generalization,7.0,1.0,6;8;8;6,learning theory
275,The Truth Is In There: Improving Reasoning with Layer-Selective Rank Reduction,7.0,2.943920288775949,8;3;10,generative models
276,Mayfly: a Neural Data Structure for Graph Stream Summarization,7.0,1.4142135623730951,8;8;5,"transfer learning, meta learning, and lifelong learning"
277,Fine-tuning Multimodal LLMs to Follow Zero-shot Demonstrative Instructions,7.0,1.0,6;6;8;8,"representation learning for computer vision, audio, language, and other modalities"
278,MetaCoCo: A New Few-Shot Classification Benchmark with Spurious Correlation,7.0,1.4142135623730951,8;5;8,datasets and benchmarks
279,CABINET: Content Relevance-based Noise Reduction for Table Question Answering,7.0,1.0,6;8;8;6,"representation learning for computer vision, audio, language, and other modalities"
280,$\infty$-Diff: Infinite Resolution Diffusion with Subsampled Mollified States,7.0,1.0,6;8;8;6,generative models
281,Prototypical Information Bottlenecking and Disentangling for Multimodal Cancer Survival Prediction,7.0,2.1213203435596424,5;5;8;10,"representation learning for computer vision, audio, language, and other modalities"
282,"Fine-tuning Aligned Language Models Compromises Safety, Even When Users Do Not Intend To!",7.0,1.7320508075688772,6;6;10;6,"societal considerations including fairness, safety, privacy"
283,InfoCon: Concept Discovery with Generative and Discriminative Informativeness,7.0,1.0,8;6;6;8,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
284,HyperHuman: Hyper-Realistic Human Generation with Latent Structural Diffusion,7.0,1.7320508075688772,6;6;6;10,generative models
285,What's In My Big Data?,7.0,2.1213203435596424,10;5;8;5,datasets and benchmarks
286,End-to-End (Instance)-Image Goal Navigation through Correspondence as an Emergent Phenomenon,7.0,1.0,8;6;6;8,"applications to robotics, autonomy, planning"
287,Meaning Representations from Trajectories in Autoregressive Models,7.0,1.0,8;6;8;6,visualization or interpretation of learned representations
288,Multi-View Causal Representation Learning with Partial Observability,7.0,1.0,6;6;8;8,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
289,Dropout Enhanced Bilevel Training,7.0,1.0,6;8;8;6,optimization
290,A Unified Approach for Online Continuous DR-Submodular Maximization,7.0,2.160246899469287,6;5;10,reinforcement learning
291,"Connect, Collapse, Corrupt: Learning Cross-Modal Tasks with Uni-Modal Data",7.0,1.0,6;8;8;6,"representation learning for computer vision, audio, language, and other modalities"
292,Contrastive Preference Learning: Learning from Human Feedback without Reinforcement Learning,7.0,1.0,6;8;8;6,reinforcement learning
293,Video Language Planning,7.0,1.0,6;8;8;6,"applications to robotics, autonomy, planning"
294,Provable Memory Efficient Self-Play Algorithm for Model-free Reinforcement Learning,7.0,1.0,8;8;6;6,learning theory
295,Zero Bubble Pipeline Parallelism,7.0,1.0,8;6;6;8,"infrastructure, software libraries, hardware, etc."
296,SWAP-NAS: Sample-Wise Activation Patterns for Ultra-fast NAS,7.0,1.0,8;8;6;6,"representation learning for computer vision, audio, language, and other modalities"
